course_id,title,description,category,difficulty,rating,num_ratings,source,url
red-social,Red Social,"Me encantó el curso, aprendi mucho comenzaré a utilizar las herramientas que me fueron brindadas y los artículos que aunque estaban en inglés tuve que traducirlos por medio de la app al español.  Much...",Computer Science,Intermediate,4.53,58,Coursera,https://www.coursera.org/learn/red-social
redes-sociales-caracteristicas,Redes Sociales Caracteristicas,"Simplemente agradezco a todo el equipo, el esfuerzo que realizan en este curso.  He realizado varios cursos virtuales.  Sin embargo, la propuesta pedagógica y as características de este curso, me pare...",Computer Science,Beginner,4.18,65,Coursera,https://www.coursera.org/learn/redes-sociales-caracteristicas
redes-sociales-estrategias,Redes Sociales Estrategias,"fue un gran curso muy completo y de gran aprendizaje para tener mucho mas claro el uso de las redes sociales Es un curso básico, claro y útil para quienes dan sus primeros pasos en el tema.  Excelente...",Computer Science,Intermediate,4.0,7,Coursera,https://www.coursera.org/learn/redes-sociales-estrategias
redes-sociales-proyecto,Redes Sociales Proyecto,"Excelente curso, excelentes maestros.  GRACIAS!!!",Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/redes-sociales-proyecto
regression-modeling-practice,Regression Modeling Practice,Excellent Course! Great tutors and material.  Great course.  The instructors could have gone a bit slow during the session on multiple regression,Computer Science,Beginner,3.94,35,Coursera,https://www.coursera.org/learn/regression-modeling-practice
regression-models,Regression Models,I think this is the best course I have ever came across in the coursera.  Everything is discussed in the most simple manner with great depth.  Massive Improvement on delivery compared to course 6,Data Science,Beginner,4.01,178,Coursera,https://www.coursera.org/learn/regression-models
relationship-management,Relationship Management,Great course.  Very interesting and engaging.,Business,Intermediate,4.0,1,Coursera,https://www.coursera.org/learn/relationship-management
religions-society-china,Religions Society China,"I enjoy every lecture of professor Maslov.  I've listened to all records and interviews with him available on youtube, and I DO recommend everyone!His English is perfect, I understand every word thoug...",Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/religions-society-china
rengong-zhineng,Rengong Zhineng,"非常有幫助的課程, 且老師授課非常認真, 可在短時間內對整體AI有相當程度的瞭解 If you are not familiar with AI, you can learn its basic ideas in this course.  However, 1.  No moderators or teaching assistants answer questions in the discu...",Computer Science,Beginner,4.78,9,Coursera,https://www.coursera.org/learn/rengong-zhineng
renqun-wangluo,Renqun Wangluo,课程难度适中，讲解详细 简单易懂，内容富有趣味性 讲得很好 练习设计的也很用心 唯一遗憾是和书上的重复度有点大 讲的很系统，老师讲的方法也好，一些技术性特别强的内容讲的深入浅出，学生不会感觉跟不上，非常好，赞！ 还不错 这样的图论讲解方式很不错，我会继续听下去。 Great! 内容很有意思。。。如果能增加一些互动，实践或者市编程的内容会更好些，，，，课程论坛的引导比较少 与时代结合紧密，让人更清楚...,Computer Science,Intermediate,4.41,17,Coursera,https://www.coursera.org/learn/renqun-wangluo
representaciones-culturales,Representaciones Culturales,"Excelente curso, permite cuestionar, reflexionar y mirar a las sexualidades, más allá del binarismo clásico.  Buenos profesores, material escrito y audiovisual.  Recomiendo la experiencia",Computer Science,Intermediate,4.81,42,Coursera,https://www.coursera.org/learn/representaciones-culturales
reproducible-research,Reproducible Research,"My favorite course in the degree, so far! I started applying what I learned immediately.  This course should be mandatory for any data analyst, as the concepts are applicable no matter which language ...",Computer Science,Beginner,4.3,203,Coursera,https://www.coursera.org/learn/reproducible-research
reproductive-health,Reproductive Health,i have learnt a lot in this course.  I have changed towards what i thought i knew about my body.  This course empowered me to achieve what i want,Computer Science,Beginner,4.27,26,Coursera,https://www.coursera.org/learn/reproductive-health
research-methods,Research Methods,"thanks es un poco difícil entender bien las preguntas Es buen curso, y muy rápido de acabar.  It was a great course. Dr",Computer Science,Beginner,4.36,174,Coursera,https://www.coursera.org/learn/research-methods
resilience-in-children,Resilience In Children,"Very informative, full of live samples and interactive learning, highly recommending it! An excellent introduction to resilience in children affected by war, terrorism and disaster.  I appreciated ver...",Computer Science,Beginner,5.0,4,Coursera,https://www.coursera.org/learn/resilience-in-children
resolucion-decisiones,Resolucion Decisiones,"Excelente todo. ! Excelente! Una formación profesional de calidad.  excelente curso Si bien se indican las diferentes herramientas mas conocidas para resolucion de problemas, la verdad esperaba un niv...",Computer Science,Beginner,4.11,18,Coursera,https://www.coursera.org/learn/resolucion-decisiones
responsible-management,Responsible Management,Enjoyed alot Ama Good course,Business,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/responsible-management
responsive-web-design,Responsive Web Design,"The course is interesting, the professors are good, they know how and what they have to explain.  But the exercises and tests are really easy and do not require lots of knowledge.  In fact, seems more...",Computer Science,Beginner,4.57,228,Coursera,https://www.coursera.org/learn/responsive-web-design
responsive-web-design-capstone,Responsive Web Design Capstone,"It's unclear how complex your final project should be, and the elevator pitch and tech demo videos can be a bit daunting.  But if you choose a project that's challenging and push through it, you can l...",Computer Science,Advanced,4.86,7,Coursera,https://www.coursera.org/learn/responsive-web-design-capstone
responsive-website-examples,Responsive Website Examples,The contents is really good and easy to learn Nul.  Null.  Null! Vous allez vous casser le nez avec Meteor,Arts & Design,Advanced,4.0,38,Coursera,https://www.coursera.org/learn/responsive-website-examples
responsivedesign,Great,"I really liked the course, but I would have loved more clases and practices.  Anyway, thaks for all! She is a very interesting instructor and has a special way of keeping her students motivated and en...",Computer Science,Beginner,4.68,123,Coursera,https://www.coursera.org/learn/responsivedesign
resposta-frequencia,Resposta Frequencia,"Muito Bom! Muito interessante o assunto, porém podia ter alguns exercícios resolvidos na aula! .  Comparado com o curso de Introdução, eu percebi vários erros, possivelmente devido a pressa.",Computer Science,Intermediate,4.3,10,Coursera,https://www.coursera.org/learn/resposta-frequencia
resultados,Excelente,Un curso que da mucha información tan importante y práctica que es seguro que se verá reflejada en buenos resultados en la empresa donde estoy laborando.  Me encanto.,Computer Science,Intermediate,5.0,6,Coursera,https://www.coursera.org/learn/resultados
